Número de experimentos, Número de universidades, Número de factores a evaluar, Aciertos en el primero(%), Desviación Típica Aciertos con el primero, Aciertos(%), Desviación Típica Aciertos, Falsos positivos(%), Desviación Típica Falsos positivos, Falsos negativos(%), Desviación Típica Falsos negativos,Mayor desplazamiento promedio,Desviación Típica Mayor desplazamiento promedio,Máximo desplazamiento,Máximo desplazamiento porcentual
1,23,15,100,0,100,45.8731710926,0,0,0,0,43.4782608696,19.9448569968,43.4782608696,(189.03591682419662%)
1,24,15,100,0,100,46.9485534033,0,0,0,0,25,11.7371383508,25,(104.16666666666667%)
1,25,15,100,0,100,48,0,0,0,0,48,23.04,48,(192.0%)
1,26,15,100,0,100,49.0290337845,0,0,0,0,30.7692307692,15.0858565491,30.7692307692,(118.3431952662722%)
1,27,15,100,0,100,50.0370233298,0,0,0,0,48.1481481481,24.0919001217,48.1481481481,(178.32647462277092%)
1,28,15,100,0,100,51.0252038562,0,0,0,0,32.1428571429,16.4009583824,32.1428571429,(114.79591836734696%)
1,29,15,100,0,100,51.9946946896,0,0,0,0,48.275862069,25.1008870915,48.275862069,(166.46848989298454%)
1,30,15,100,0,100,52.9465138922,0,0,0,0,46.6666666667,24.7083731497,46.6666666667,(155.55555555555554%)
1,31,15,100,0,100,53.881590608,0,0,0,0,25.8064516129,13.9049266085,25.8064516129,(83.24661810613944%)
1,32,15,100,0,100,54.800775542,0,0,0,0,31.25,17.1252423569,31.25,(97.65625%)
1,33,15,100,0,100,55.7048499058,0,0,0,0,27.2727272727,15.1922317925,27.2727272727,(82.64462809917354%)
1,34,15,100,0,100,56.594533097,0,0,0,0,29.4117647059,16.6454509109,29.4117647059,(86.50519031141869%)
1,35,15,100,0,100,57.4704893215,0,0,0,0,34.2857142857,19.7041677674,34.2857142857,(97.95918367346938%)
1,36,15,100,0,100,58.3333333333,0,0,0,0,27.7777777778,16.2037037037,27.7777777778,(77.1604938271605%)
1,37,15,100,0,100,59.1836354299,0,0,0,0,56.7567567568,33.5907120008,56.7567567568,(153.39663988312637%)
1,38,15,100,0,100,60.0219258184,0,0,0,0,28.9473684211,17.3747680001,28.9473684211,(76.17728531855956%)
1,39,15,100,0,100,60.8486984459,0,0,0,0,41.0256410256,24.9635685932,41.0256410256,(105.1939513477975%)
1,40,15,100,0,100,61.6644143733,0,0,0,0,42.5,26.2073761086,42.5,(106.25%)
1,41,15,100,0,100,62.4695047554,0,0,0,0,39.0243902439,24.3783433192,39.0243902439,(95.18143961927424%)
1,42,15,100,0,100,63.2643734845,0,0,0,0,38.0952380952,24.1007137084,38.0952380952,(90.70294784580499%)
1,43,15,100,0,100,64.0493995397,0,0,0,0,58.1395348837,37.2380229882,58.1395348837,(135.20822065981613%)
1,44,15,100,0,100,64.8249390842,0,0,0,0,38.6363636364,25.0459991916,38.6363636364,(87.8099173553719%)
1,45,15,100,0,100,65.59132734,0,0,0,0,28.8888888889,18.948605676,28.8888888889,(64.19753086419753%)
1,46,15,100,0,100,66.3488802697,0,0,0,0,34.7826086957,23.0778713982,34.7826086957,(75.61436672967864%)
1,47,15,100,0,100,67.097896089,0,0,0,0,38.2978723404,25.6970665873,38.2978723404,(81.48483476686283%)
1,48,15,100,0,100,67.8386566298,0,0,0,0,60.4166666667,40.9858550472,60.4166666667,(125.86805555555554%)
1,49,15,100,7.7715611723761E-015,100,68.5714285714,0,0,0,0,28.5714285714,19.5918367347,28.5714285714,(58.30903790087463%)
1,50,15,100,0,94,65.1386766829,4,2.7718585823,2,1.3859292911,46,31.8763736959,46,(92.0%)
1,51,15,100,0,100,70.0140042014,0,0,0,0,35.2941176471,24.7108250123,35.2941176471,(69.20415224913495%)
1,52,15,100,0,100,70.7242750187,0,0,0,0,50,35.3621375094,50,(96.15384615384616%)
1,53,15,100,0,79.2452830189,56.6029191819,18.8679245283,13.4768855195,1.8867924528,1.3476885519,37.7358490566,26.953771039,37.7358490566,(71.1997152011392%)
1,54,15,100,0,100,72.1238646486,0,0,0,0,51.8518518519,37.3975594474,51.8518518519,(96.0219478737997%)
1,55,15,100,0,100,72.813585146,0,0,0,0,30.9090909091,22.506017227,30.9090909091,(56.19834710743801%)
1,56,15,100,0,100,73.4968415259,0,0,0,0,33.9285714286,24.9364283749,33.9285714286,(60.58673469387755%)
1,57,15,100,0,100,74.1738119956,0,0,0,0,61.4035087719,45.5453231552,61.4035087719,(107.72545398584181%)
1,58,15,100,0,100,74.84466673,0,0,0,0,48.275862069,36.1319080766,48.275862069,(83.23424494649227%)
1,59,15,100,0,100,75.5095683689,0,0,0,0,50.8474576271,38.3946957808,50.8474576271,(86.18213157138754%)
1,60,15,100,0,100,76.1686724754,0,0,0,0,41.6666666667,31.7369468648,41.6666666667,(69.44444444444444%)
1,61,15,100,0,100,76.8221279597,0,0,0,0,59.0163934426,45.3376492877,59.0163934426,(96.74818597151302%)
1,62,15,100,0,100,77.4700774701,0,0,0,0,53.2258064516,41.2340734922,53.2258064516,(85.84807492195628%)
1,63,15,100,0,100,78.1126577552,0,0,0,0,52.380952381,40.9161540623,52.380952381,(83.14436885865457%)
1,64,15,100,0,100,78.75,0,0,0,0,34.375,27.0703125,34.375,(53.7109375%)
1,65,15,100,0,100,79.3822301371,0,0,0,0,58.4615384615,46.4080730032,58.4615384615,(89.94082840236688%)
1,66,15,100,0,100,80.0094691366,0,0,0,0,36.3636363636,29.0943524133,36.3636363636,(55.09641873278237%)
1,67,15,100,0,100,80.6318332752,0,0,0,0,40.2985074627,32.4934253497,40.2985074627,(60.147026063711294%)
1,68,15,100,0,100,81.2494343872,0,0,0,0,32.3529411765,26.2865817135,32.3529411765,(47.57785467128027%)
1,69,15,100,0,100,81.8623800983,0,0,0,0,33.3333333333,27.2874600328,33.3333333333,(48.30917874396135%)
1,70,15,100,0,100,82.4707740441,0,0,0,0,42.8571428571,35.3446174475,42.8571428571,(61.22448979591836%)
1,71,15,100,0,100,83.0747160736,0,0,0,0,39.4366197183,32.76185986,39.4366197183,(55.54453481452093%)
1,72,15,100,0,100,83.6743024404,0,0,0,0,45.8333333333,38.3507219519,45.8333333333,(63.657407407407405%)
1,73,15,100,0,100,84.2696259812,0,0,0,0,52.0547945205,43.8663806478,52.0547945205,(71.30793769938074%)
1,74,15,100,0,100,84.860776283,0,0,0,0,45.9459459459,38.9900864003,45.9459459459,(62.0891161431702%)
1,75,15,100,0,100,85.4478398401,0,0,0,0,46.6666666667,39.875658592,46.6666666667,(62.222222222222214%)
1,76,15,100,0,100,86.0309002015,0,0,0,0,53.9473684211,46.4114066876,53.9473684211,(70.98337950138504%)
1,77,15,100,0,100,86.6100381093,0,0,0,0,37.6623376623,32.6193650022,37.6623376623,(48.912126834204756%)
1,78,15,100,0,100,87.1853316291,0,0,0,0,34.6153846154,30.1795378716,34.6153846154,(44.37869822485207%)
1,79,15,100,0,97.4683544304,85.5351637084,1.2658227848,1.1108462819,1.2658227848,1.1108462819,40.5063291139,35.5470810217,40.5063291139,(51.273834321422854%)
1,80,15,100,0,100,88.3246851112,0,0,0,0,36.25,32.0176983528,36.25,(45.3125%)
1,81,15,100,0,100,88.8888888889,0,0,0,0,54.3209876543,48.2853223594,54.3209876543,(67.06294772138394%)
1,82,15,100,0,100,89.4495361206,0,0,0,0,45.1219512195,40.3613760544,45.1219512195,(55.026769779892916%)
1,83,15,100,0,100,90.0066931915,0,0,0,0,28.9156626506,26.0260317662,28.9156626506,(34.83814777181013%)
1,84,15,100,0,100,90.5604244479,0,0,0,0,69.0476190476,62.5298168807,69.0476190476,(82.19954648526078%)
1,85,15,100,0,100,91.1107922838,0,0,0,0,47.0588235294,42.8756669571,47.0588235294,(55.36332179930795%)
1,86,15,100,0,100,91.6578572229,0,0,0,0,38.3720930233,35.1710382367,38.3720930233,(44.61871281773932%)
1,87,15,100,0,100,92.2016779961,0,0,0,0,36.7816091954,33.9132608721,36.7816091954,(42.27771171885322%)
1,88,15,100,0,100,92.7423116147,0,0,0,0,28.4090909091,26.3472476178,28.4090909091,(32.28305785123967%)
1,89,15,100,0,100,93.2798134406,0,0,0,0,34.8314606742,32.4907215355,34.8314606742,(39.13647266759248%)
1,90,15,100,0,100,93.8142372517,0,0,0,0,47.7777777778,44.822357798,47.7777777778,(53.086419753086425%)
1,91,15,100,0,97.8021978022,92.2721048587,1.0989010989,1.0367652231,1.0989010989,1.0367652231,42.8571428571,40.4338437021,42.8571428571,(47.09576138147566%)
1,92,15,100,0,100,94.874058396,0,0,0,0,38.0434782609,36.0933917811,38.0434782609,(41.35160680529301%)
1,93,15,100,0,100,95.3995559152,0,0,0,0,55.9139784946,53.3416871784,55.9139784946,(60.1225575211007%)
1,94,15,100,0,100,95.9221759021,0,0,0,0,48.9361702128,46.9406392712,48.9361702128,(52.0597555454957%)
1,95,15,100,0,100,96.441965096,0,0,0,0,44.2105263158,42.6375003582,44.2105263158,(46.53739612188366%)
1,96,15,100,0,100,96.9589689852,0,0,0,0,64.5833333333,62.6193341363,64.5833333333,(67.27430555555556%)
1,97,15,100,0,100,97.4732318528,0,0,0,0,42.2680412371,41.2000258347,42.2680412371,(43.57530024444681%)
1,98,15,100,1.09906472107864E-014,100,97.9847968216,0,0,0,0,36.7346938776,35.9944151589,36.7346938776,(37.48438150770513%)
1,99,15,100,0,100,98.4937058954,0,0,0,0,47.4747474747,46.7596381524,47.4747474747,(47.954290378532804%)
1,100,15,100,0,100,99,0,0,0,0,47,46.53,47,(47.0%)
1,2,16,100,0,100,7.0710678119,0,0,0,0,0,0,0,(0.0%)
1,3,16,100,0,100,11.5470053838,0,0,0,0,0,0,0,(0.0%)
1,4,16,100,0,100,15,0,0,0,0,25,3.75,25,(625.0%)
1,5,16,100,0,100,17.88854382,0,0,0,0,40,7.155417528,40,(800.0%)
1,6,16,100,0,100,20.4124145232,0,0,0,0,33.3333333333,6.8041381744,33.3333333333,(555.5555555555555%)
1,7,16,100,0,100,22.6778683806,0,0,0,0,28.5714285714,6.4793909659,28.5714285714,(408.1632653061224%)
1,8,16,100,0,100,24.7487373415,0,0,0,0,50,12.3743686708,50,(625.0%)
1,9,16,100,0,100,26.6666666667,0,0,0,0,33.3333333333,8.8888888889,33.3333333333,(370.3703703703703%)
1,10,16,100,0,100,28.4604989415,0,0,0,0,40,11.3841995766,40,(400.0%)
1,11,16,100,0,100,30.1511344578,0,0,0,0,45.4545454545,13.7050611172,45.4545454545,(413.2231404958677%)
1,12,16,100,0,100,31.7542648054,0,0,0,0,8.3333333333,2.6461887338,8.3333333333,(69.44444444444444%)
1,13,16,100,0,100,33.2820117735,0,0,0,0,30.7692307692,10.2406190072,30.7692307692,(236.6863905325444%)
1,14,16,100,0,100,34.7439614486,0,0,0,0,35.7142857143,12.4085576602,35.7142857143,(255.10204081632654%)
1,15,16,100,0,100,36.1478445646,0,0,0,0,26.6666666667,9.6394252172,26.6666666667,(177.7777777777778%)
1,16,16,100,0,100,37.5,0,0,0,0,50,18.75,50,(312.5%)
1,17,16,100,0,100,38.8057000058,0,0,0,0,35.2941176471,13.6961294138,35.2941176471,(207.61245674740485%)
1,18,16,100,0,100,40.0693842672,0,0,0,0,33.3333333333,13.3564614224,33.3333333333,(185.18518518518516%)
1,19,16,100,0,100,41.2948320967,0,0,0,0,26.3157894737,10.8670610781,26.3157894737,(138.50415512465372%)
1,20,16,100,0,100,42.4852915725,0,0,0,0,35,14.8698520504,35,(175.0%)
1,21,16,100,0,100,43.6435780472,0,0,0,0,42.8571428571,18.7043905917,42.8571428571,(204.0816326530612%)
1,22,16,100,0,100,44.7721504347,0,0,0,0,36.3636363636,16.2807819762,36.3636363636,(165.28925619834712%)
1,23,16,100,0,100,45.8731710926,0,0,0,0,30.4347826087,13.9613998977,30.4347826087,(132.32514177693764%)
1,24,16,100,0,100,46.9485534033,0,0,0,0,29.1666666667,13.693328076,29.1666666667,(121.52777777777779%)
1,25,16,100,0,100,48,0,0,0,0,40,19.2,40,(160.0%)
1,26,16,100,0,100,49.0290337845,0,0,0,0,30.7692307692,15.0858565491,30.7692307692,(118.3431952662722%)
1,27,16,100,0,100,50.0370233298,0,0,0,0,37.037037037,18.5322308629,37.037037037,(137.17421124828533%)
1,28,16,100,0,100,51.0252038562,0,0,0,0,32.1428571429,16.4009583824,32.1428571429,(114.79591836734696%)
1,29,16,100,0,100,51.9946946896,0,0,0,0,27.5862068966,14.3433640523,27.5862068966,(95.12485136741972%)
1,30,16,100,0,100,52.9465138922,0,0,0,0,43.3333333333,22.9434893533,43.3333333333,(144.44444444444446%)
1,31,16,100,0,100,53.881590608,0,0,0,0,48.3870967742,26.071737391,48.3870967742,(156.08740894901146%)
1,32,16,100,0,87.5,47.9506785992,9.375,5.1375727071,3.125,1.7125242357,34.375,18.8377665925,34.375,(107.421875%)
1,33,16,100,0,93.9393939394,52.3287983964,3.0303030303,1.6880257547,3.0303030303,1.6880257547,36.3636363636,20.2563090567,36.3636363636,(110.19283746556474%)
1,34,16,100,0,100,56.594533097,0,0,0,0,47.0588235294,26.6327214574,47.0588235294,(138.40830449826987%)
1,35,16,100,0,100,57.4704893215,0,0,0,0,54.2857142857,31.1982656317,54.2857142857,(155.10204081632654%)
1,36,16,100,0,100,58.3333333333,0,0,0,0,25,14.5833333333,25,(69.44444444444444%)
1,37,16,100,0,91.8918918919,54.384962287,5.4054054054,3.1991154286,2.7027027027,1.5995577143,32.4324324324,19.1946925719,32.4324324324,(87.65522279035793%)
1,38,16,100,0,100,60.0219258184,0,0,0,0,23.6842105263,14.2157192728,23.6842105263,(62.32686980609418%)
1,39,16,100,0,100,60.8486984459,0,0,0,0,30.7692307692,18.7226764449,30.7692307692,(78.89546351084813%)
1,40,16,100,0,100,61.6644143733,0,0,0,0,65,40.0818693426,65,(162.5%)
1,41,16,100,0,100,62.4695047554,0,0,0,0,58.5365853659,36.5675149788,58.5365853659,(142.77215942891135%)
1,42,16,100,0,100,63.2643734845,0,0,0,0,40.4761904762,25.6070083151,40.4761904762,(96.37188208616779%)
1,43,16,100,0,100,64.0493995397,0,0,0,0,34.8837209302,22.3428137929,34.8837209302,(81.12493239588967%)
1,44,16,100,0,100,64.8249390842,0,0,0,0,59.0909090909,38.3056458225,59.0909090909,(134.29752066115702%)
1,45,16,100,0,100,65.59132734,0,0,0,0,46.6666666667,30.609286092,46.6666666667,(103.7037037037037%)
1,46,16,100,0,100,66.3488802697,0,0,0,0,56.5217391304,37.501541022,56.5217391304,(122.87334593572778%)
1,47,16,100,0,100,67.097896089,0,0,0,0,36.170212766,24.2694517769,36.170212766,(76.95789950203714%)
1,48,16,100,0,100,67.8386566298,0,0,0,0,27.0833333333,18.3729695039,27.0833333333,(56.42361111111111%)
1,49,16,100,7.7715611723761E-015,100,68.5714285714,0,0,0,0,28.5714285714,19.5918367347,28.5714285714,(58.30903790087463%)
1,50,16,100,0,100,69.2964645563,0,0,0,0,40,27.7185858225,40,(80.0%)
1,51,16,100,0,100,70.0140042014,0,0,0,0,39.2156862745,27.4564722358,39.2156862745,(76.89350249903885%)
1,52,16,100,0,100,70.7242750187,0,0,0,0,38.4615384615,27.201644238,38.4615384615,(73.96449704142013%)
1,53,16,100,0,100,71.4274932533,0,0,0,0,47.1698113208,33.6922137987,47.1698113208,(88.99964400142399%)
1,54,16,100,0,100,72.1238646486,0,0,0,0,57.4074074074,41.4044408168,57.4074074074,(106.31001371742113%)
1,55,16,100,0,100,72.813585146,0,0,0,0,41.8181818182,30.4493174247,41.8181818182,(76.03305785123966%)
1,56,16,100,0,100,73.4968415259,0,0,0,0,58.9285714286,43.3106387563,58.9285714286,(105.2295918367347%)
1,57,16,100,0,100,74.1738119956,0,0,0,0,35.0877192982,26.0258989458,35.0877192982,(61.55740227762388%)
1,58,16,100,0,100,74.84466673,0,0,0,0,27.5862068966,20.6468046152,27.5862068966,(47.56242568370986%)
1,59,16,100,0,100,75.5095683689,0,0,0,0,59.3220338983,44.7938117442,59.3220338983,(100.54582016661878%)
1,60,16,100,0,100,76.1686724754,0,0,0,0,41.6666666667,31.7369468648,41.6666666667,(69.44444444444444%)
1,61,16,100,0,100,76.8221279597,0,0,0,0,34.4262295082,26.4469620845,34.4262295082,(56.436441816715934%)
1,62,16,100,0,100,77.4700774701,0,0,0,0,58.064516129,44.9826256278,58.064516129,(93.65244536940688%)
1,63,16,100,0,100,78.1126577552,0,0,0,0,42.8571428571,33.4768533237,42.8571428571,(68.02721088435374%)
1,64,16,100,0,100,78.75,0,0,0,0,67.1875,52.91015625,67.1875,(104.98046875%)
1,65,16,100,0,100,79.3822301371,0,0,0,0,36.9230769231,29.3103618968,36.9230769231,(56.80473372781066%)
1,66,16,100,0,100,80.0094691366,0,0,0,0,50,40.0047345683,50,(75.75757575757575%)
1,67,16,100,0,100,80.6318332752,0,0,0,0,46.2686567164,37.3072661422,46.2686567164,(69.05769659166852%)
1,68,16,100,0,100,81.2494343872,0,0,0,0,52.9411764706,43.0144064403,52.9411764706,(77.85467128027683%)
1,69,16,100,0,100,81.8623800983,0,0,0,0,44.9275362319,36.778750479,44.9275362319,(65.1123713505566%)
1,70,16,100,0,100,82.4707740441,0,0,0,0,44.2857142857,36.5227713624,44.2857142857,(63.265306122448976%)
1,71,16,100,0,100,83.0747160736,0,0,0,0,66.1971830986,54.9931219079,66.1971830986,(93.23546915294584%)
1,72,16,100,0,100,83.6743024404,0,0,0,0,30.5555555556,25.5671479679,30.5555555556,(42.43827160493827%)
1,73,16,100,0,100,84.2696259812,0,0,0,0,45.2054794521,38.0944884573,45.2054794521,(61.92531431788327%)
1,74,16,100,0,100,84.860776283,0,0,0,0,43.2432432432,36.6965519062,43.2432432432,(58.436815193571945%)
1,75,16,100,0,100,85.4478398401,0,0,0,0,53.3333333333,45.572181248,53.3333333333,(71.11111111111111%)
1,76,16,100,0,100,86.0309002015,0,0,0,0,40.7894736842,35.091551398,40.7894736842,(53.67036011080333%)
1,77,16,100,0,96.1038961039,83.2356210401,2.5974025974,2.2496113795,1.2987012987,1.1248056897,62.3376623377,53.9906731071,62.3376623377,(80.95800303592512%)
1,78,16,100,0,100,87.1853316291,0,0,0,0,48.7179487179,42.4749051527,48.7179487179,(62.45890861275476%)
1,79,16,100,0,100,87.7568562722,0,0,0,0,36.7088607595,32.2145421759,36.7088607595,(46.46691235378946%)
1,80,16,100,0,100,88.3246851112,0,0,0,0,32.5,28.7055226612,32.5,(40.625%)
1,81,16,100,0,100,88.8888888889,0,0,0,0,40.7407407407,36.2139917695,40.7407407407,(50.29721079103795%)
1,82,16,100,0,100,89.4495361206,0,0,0,0,36.5853658537,32.7254400441,36.5853658537,(44.6162998215348%)
1,83,16,100,0,100,90.0066931915,0,0,0,0,43.3734939759,39.0390476493,43.3734939759,(52.25722165771519%)
1,84,16,100,0,100,90.5604244479,0,0,0,0,32.1428571429,29.1087078583,32.1428571429,(38.26530612244898%)
1,85,16,100,0,100,91.1107922838,0,0,0,0,45.8823529412,41.8037752832,45.8823529412,(53.97923875432526%)
1,86,16,100,0,100,91.6578572229,0,0,0,0,37.2093023256,34.1052491992,37.2093023256,(43.26663061114116%)
1,87,16,100,0,100,92.2016779961,0,0,0,0,49.4252873563,45.5709442969,49.4252873563,(56.81067512220901%)
1,88,16,100,0,100,92.7423116147,0,0,0,0,44.3181818182,41.1017062838,44.3181818182,(50.361570247933884%)
1,89,16,100,0,100,93.2798134406,0,0,0,0,44.9438202247,41.9235116587,44.9438202247,(50.498674409796735%)
1,90,16,100,0,90,84.4328135265,8.8888888889,8.3390433113,1.1111111111,1.0423804139,43.3333333333,40.6528361424,43.3333333333,(48.14814814814815%)
1,91,16,100,0,97.8021978022,92.2721048587,1.0989010989,1.0367652231,1.0989010989,1.0367652231,38.4615384615,36.2867828096,38.4615384615,(42.2654268808115%)
1,92,16,100,0,100,94.874058396,0,0,0,0,33.6956521739,31.9684327204,33.6956521739,(36.625708884688095%)
1,93,16,100,0,100,95.3995559152,0,0,0,0,52.688172043,50.2642821489,52.688172043,(56.653948433344894%)
1,94,16,100,0,100,95.9221759021,0,0,0,0,45.7446808511,43.8792932318,45.7446808511,(48.66455409687641%)
1,95,16,100,0,100,96.441965096,0,0,0,0,23.1578947368,22.3339287591,23.1578947368,(24.376731301939056%)
1,96,16,100,0,100,96.9589689852,0,0,0,0,26.0416666667,25.2497315066,26.0416666667,(27.126736111111114%)
1,97,16,100,0,100,97.4732318528,0,0,0,0,39.175257732,38.185389798,39.175257732,(40.3868636411946%)
1,98,16,100,1.09906472107864E-014,100,97.9847968216,0,0,0,0,42.8571428571,41.9934843521,42.8571428571,(43.731778425655975%)
1,99,16,100,0,100,98.4937058954,0,0,0,0,36.3636363636,35.8158930529,36.3636363636,(36.73094582185492%)
1,100,16,100,0,100,99,0,0,0,0,40,39.6,40,(40.0%)
1,2,17,100,0,100,7.0710678119,0,0,0,0,50,3.5355339059,50,(2500.0%)
1,3,17,100,0,100,11.5470053838,0,0,0,0,33.3333333333,3.8490017946,33.3333333333,(1111.111111111111%)
1,4,17,100,0,100,15,0,0,0,0,25,3.75,25,(625.0%)
1,5,17,100,0,100,17.88854382,0,0,0,0,60,10.733126292,60,(1200.0%)
1,6,17,100,0,100,20.4124145232,0,0,0,0,33.3333333333,6.8041381744,33.3333333333,(555.5555555555555%)
1,7,17,100,0,100,22.6778683806,0,0,0,0,28.5714285714,6.4793909659,28.5714285714,(408.1632653061224%)
1,8,17,100,0,100,24.7487373415,0,0,0,0,37.5,9.2807765031,37.5,(468.75%)
1,9,17,100,0,100,26.6666666667,0,0,0,0,22.2222222222,5.9259259259,22.2222222222,(246.91358024691357%)
1,10,17,100,0,100,28.4604989415,0,0,0,0,50,14.2302494708,50,(500.0%)
1,11,17,100,0,100,30.1511344578,0,0,0,0,27.2727272727,8.2230366703,27.2727272727,(247.93388429752065%)
1,12,17,100,0,100,31.7542648054,0,0,0,0,25,7.9385662014,25,(208.33333333333334%)
1,13,17,100,0,100,33.2820117735,0,0,0,0,15.3846153846,5.1203095036,15.3846153846,(118.3431952662722%)
1,14,17,100,0,100,34.7439614486,0,0,0,0,35.7142857143,12.4085576602,35.7142857143,(255.10204081632654%)
1,15,17,100,0,100,36.1478445646,0,0,0,0,40,14.4591378258,40,(266.6666666666667%)
1,16,17,100,0,100,37.5,0,0,0,0,31.25,11.71875,31.25,(195.3125%)
1,17,17,100,0,100,38.8057000058,0,0,0,0,52.9411764706,20.5441941207,52.9411764706,(311.41868512110733%)
1,18,17,100,0,100,40.0693842672,0,0,0,0,77.7777777778,31.1650766523,77.7777777778,(432.0987654320988%)
1,19,17,100,0,100,41.2948320967,0,0,0,0,52.6315789474,21.7341221562,52.6315789474,(277.00831024930744%)
1,20,17,100,0,100,42.4852915725,0,0,0,0,30,12.7455874717,30,(150.0%)
1,21,17,100,0,100,43.6435780472,0,0,0,0,38.0952380952,16.6261249704,38.0952380952,(181.40589569160997%)
1,22,17,100,0,100,44.7721504347,0,0,0,0,40.9090909091,18.3158797233,40.9090909091,(185.95041322314052%)
1,23,17,100,0,100,45.8731710926,0,0,0,0,34.7826086957,15.9558855974,34.7826086957,(151.22873345935727%)
1,24,17,100,0,100,46.9485534033,0,0,0,0,37.5,17.6057075263,37.5,(156.25%)
1,25,17,100,0,100,48,0,0,0,0,36,17.28,36,(144.0%)
1,26,17,100,0,100,49.0290337845,0,0,0,0,15.3846153846,7.5429282745,15.3846153846,(59.1715976331361%)
1,27,17,100,0,100,50.0370233298,0,0,0,0,37.037037037,18.5322308629,37.037037037,(137.17421124828533%)
1,28,17,100,0,100,51.0252038562,0,0,0,0,39.2857142857,20.0456158007,39.2857142857,(140.30612244897958%)
1,29,17,100,0,100,51.9946946896,0,0,0,0,51.724137931,26.8938075981,51.724137931,(178.359096313912%)
1,30,17,100,0,100,52.9465138922,0,0,0,0,43.3333333333,22.9434893533,43.3333333333,(144.44444444444446%)
1,31,17,100,0,100,53.881590608,0,0,0,0,61.2903225806,33.0242006952,61.2903225806,(197.71071800208117%)
1,32,17,100,0,100,54.800775542,0,0,0,0,43.75,23.9753392996,43.75,(136.71875%)
1,33,17,100,0,100,55.7048499058,0,0,0,0,30.303030303,16.8802575472,30.303030303,(91.82736455463728%)
1,34,17,100,0,100,56.594533097,0,0,0,0,41.1764705882,23.3036312752,41.1764705882,(121.10726643598615%)
1,35,17,100,0,100,57.4704893215,0,0,0,0,65.7142857143,37.7663215542,65.7142857143,(187.7551020408163%)
1,36,17,100,0,100,58.3333333333,0,0,0,0,66.6666666667,38.8888888889,66.6666666667,(185.18518518518516%)
1,37,17,100,0,100,59.1836354299,0,0,0,0,35.1351351351,20.7942502862,35.1351351351,(94.95982468955442%)
1,38,17,100,0,100,60.0219258184,0,0,0,0,21.0526315789,12.6361949091,21.0526315789,(55.40166204986149%)
1,39,17,100,0,100,60.8486984459,0,0,0,0,58.9743589744,35.8851298527,58.9743589744,(151.2163050624589%)
1,40,17,100,0,100,61.6644143733,0,0,0,0,32.5,20.0409346713,32.5,(81.25%)
1,41,17,100,0,100,62.4695047554,0,0,0,0,26.8292682927,16.7601110319,26.8292682927,(65.43723973825104%)
1,42,17,100,0,100,63.2643734845,0,0,0,0,42.8571428571,27.1133029219,42.8571428571,(102.0408163265306%)
1,43,17,100,0,100,64.0493995397,0,0,0,0,32.5581395349,20.8532928734,32.5581395349,(75.71660356949702%)
1,44,17,100,0,100,64.8249390842,0,0,0,0,40.9090909091,26.5192932617,40.9090909091,(92.97520661157026%)
1,45,17,100,0,100,65.59132734,0,0,0,0,35.5555555556,23.321360832,35.5555555556,(79.01234567901234%)
1,46,17,100,0,100,66.3488802697,0,0,0,0,45.652173913,30.2897062101,45.652173913,(99.24385633270322%)
1,47,17,100,0,100,67.097896089,0,0,0,0,42.5531914894,28.5522962081,42.5531914894,(90.53870529651425%)
1,48,17,100,0,100,67.8386566298,0,0,0,0,33.3333333333,22.6128855433,33.3333333333,(69.44444444444444%)
1,49,17,100,7.7715611723761E-015,100,68.5714285714,0,0,0,0,32.6530612245,22.3906705539,32.6530612245,(66.63890045814244%)
1,50,17,100,0,100,69.2964645563,0,0,0,0,54,37.4200908604,54,(108.0%)
1,51,17,100,0,100,70.0140042014,0,0,0,0,50.9803921569,35.6934139066,50.9803921569,(99.96155324875048%)
1,52,17,100,0,100,70.7242750187,0,0,0,0,34.6153846154,24.4814798142,34.6153846154,(66.5680473372781%)
1,53,17,100,0,100,71.4274932533,0,0,0,0,66.0377358491,47.1690993182,66.0377358491,(124.59950160199358%)
1,54,17,100,0,100,72.1238646486,0,0,0,0,48.1481481481,34.7263052012,48.1481481481,(89.16323731138546%)
1,55,17,100,0,100,72.813585146,0,0,0,0,29.0909090909,21.1821338607,29.0909090909,(52.892561983471076%)
1,56,17,100,0,100,73.4968415259,0,0,0,0,48.2142857143,35.4359771643,48.2142857143,(86.09693877551021%)
1,57,17,100,0,100,74.1738119956,0,0,0,0,33.3333333333,24.7246039985,33.3333333333,(58.47953216374268%)
1,58,17,100,0,100,74.84466673,0,0,0,0,29.3103448276,21.9372299036,29.3103448276,(50.535077288941736%)
1,59,17,100,0,100,75.5095683689,0,0,0,0,42.3728813559,31.9955798173,42.3728813559,(71.81844297615628%)
1,60,17,100,0,100,76.1686724754,0,0,0,0,40,30.4674689902,40,(66.66666666666667%)
1,61,17,100,0,100,76.8221279597,0,0,0,0,52.4590163934,40.3001327002,52.4590163934,(85.99838753023381%)
1,62,17,100,0,100,77.4700774701,0,0,0,0,41.935483871,32.4874518423,41.935483871,(67.6378772112383%)
1,63,17,100,0,100,78.1126577552,0,0,0,0,42.8571428571,33.4768533237,42.8571428571,(68.02721088435374%)
1,64,17,100,0,100,78.75,0,0,0,0,39.0625,30.76171875,39.0625,(61.03515625%)
