Número de experimentos, Número de universidades, Número de factores a evaluar, Aciertos en el primero(%), Desviación Típica Aciertos con el primero, Aciertos(%), Desviación Típica Aciertos, Falsos positivos(%), Desviación Típica Falsos positivos, Falsos negativos(%), Desviación Típica Falsos negativos,Mayor desplazamiento promedio,Desviación Típica Mayor desplazamiento promedio,Máximo desplazamiento,Máximo desplazamiento porcentual
1,57,5,100,0,47.3684210526,35.1349635769,15.7894736842,11.7116545256,36.8421052632,27.3271938931,28.0701754386,20.8207191567,28.0701754386,(49.245921822099106%)
1,58,5,100,0,36.2068965517,27.0989310574,36.2068965517,27.0989310574,27.5862068966,20.6468046152,62.0689655172,46.4553103842,62.0689655172,(107.0154577883472%)
1,59,5,100,0,49.1525423729,37.1148725881,27.1186440678,20.4771710831,23.7288135593,17.9175246977,23.7288135593,17.9175246977,23.7288135593,(40.218328066647516%)
1,60,5,100,0,50,38.0843362377,13.3333333333,10.1558229967,36.6666666667,27.928513241,25,19.0421681189,25,(41.666666666666664%)
1,61,5,100,0,65.5737704918,50.3751658752,26.2295081967,20.1500663501,8.1967213115,6.2968957344,40.9836065574,31.484478672,40.9836065574,(67.18624025799517%)
1,62,5,100,0,33.8709677419,26.2398649496,35.4838709677,27.4893823281,30.6451612903,23.7408301925,9.6774193548,7.4971042713,9.6774193548,(15.608740894901144%)
1,63,5,100,0,58.7301587302,45.875687888,20.6349206349,16.1184849336,20.6349206349,16.1184849336,25.3968253968,19.8381353029,25.3968253968,(40.31242126480222%)
1,64,5,100,0,37.5,29.53125,26.5625,20.91796875,35.9375,28.30078125,34.375,27.0703125,34.375,(53.7109375%)
1,65,5,100,0,44.6153846154,35.4166872919,36.9230769231,29.3103618968,18.4615384615,14.6551809484,64.6153846154,51.2931333194,64.6153846154,(99.40828402366863%)
1,66,5,100,0,39.3939393939,31.5188817811,30.303030303,24.2452936777,30.303030303,24.2452936777,31.8181818182,25.4575583616,31.8181818182,(48.20936639118457%)
1,67,5,100,0,44.776119403,36.1038059441,11.9402985075,9.6276815851,43.2835820896,34.900345746,55.223880597,44.5280273311,55.223880597,(82.42370238360436%)
1,68,5,100,0,29.4117647059,23.8968924668,27.9411764706,22.7020478435,42.6470588235,34.6504940769,48.5294117647,39.4298725702,48.5294117647,(71.36678200692042%)
1,69,5,100,0,44.9275362319,36.778750479,37.6811594203,30.8466939501,17.3913043478,14.2369356693,63.768115942,52.202097454,63.768115942,(92.41755933627388%)
1,70,5,100,0,45.7142857143,37.7009252773,32.8571428571,27.0975400431,21.4285714286,17.6723087237,42.8571428571,35.3446174475,42.8571428571,(61.22448979591836%)
1,71,5,100,0,69.014084507,57.333254755,21.1267605634,17.5509963536,9.8591549296,8.190464965,21.1267605634,17.5509963536,21.1267605634,(29.756000793493353%)
1,72,5,100,0,51.3888888889,42.9992943097,29.1666666667,24.4050048785,19.4444444444,16.2700032523,52.7777777778,44.1614373991,52.7777777778,(73.30246913580248%)
1,73,5,100,0,15.0684931507,12.6981628191,41.095890411,34.631353143,43.8356164384,36.9401100192,31.5068493151,26.5507040763,31.5068493151,(43.16006755488835%)
1,74,5,100,0,29.7297297297,25.2288794355,22.972972973,19.4950432001,47.2972972973,40.1368536474,20.2702702703,17.201508706,20.2702702703,(27.39225712198685%)
1,75,5,100,0,48,41.0149631232,25.3333333333,21.6467860928,26.6666666667,22.786090624,37.3333333333,31.9005268736,37.3333333333,(49.77777777777778%)
1,76,5,100,0,39.4736842105,33.959565869,34.2105263158,29.4316237531,26.3157894737,22.6397105793,63.1578947368,54.3353053904,63.1578947368,(83.10249307479224%)
1,77,5,100,0,22.0779220779,19.1216967254,35.0649350649,30.3697536228,42.8571428571,37.1185877611,14.2857142857,12.372862587,14.2857142857,(18.552875695732837%)
1,78,5,100,0,26.9230769231,23.4729739002,32.0512820513,27.9440165478,41.0256410256,35.7683411812,29.4871794872,25.708495224,29.4871794872,(37.804076265614725%)
1,79,5,100,0,40.5063291139,35.5470810217,31.6455696203,27.7711570482,27.8481012658,24.4386182024,22.7848101266,19.9952330747,22.7848101266,(28.841531805800354%)
1,80,5,100,0,38.75,34.2258154806,32.5,28.7055226612,28.75,25.3933469695,12.5,11.0405856389,12.5,(15.625%)
1,81,5,100,0,30.8641975309,27.4348422497,22.2222222222,19.7530864198,46.9135802469,41.7009602195,35.8024691358,31.8244170096,35.8024691358,(44.20057918000305%)
1,82,5,100,0,30.487804878,27.2712000368,21.9512195122,19.6352640265,47.5609756098,42.5430720574,59.756097561,53.4515520721,59.756097561,(72.87328970850683%)
1,83,5,100,0,53.0120481928,47.7143915714,28.9156626506,26.0260317662,18.0722891566,16.2662698539,54.2168674699,48.7988095617,54.2168674699,(65.321527072144%)
1,84,5,100,0,38.0952380952,34.4992093135,34.5238095238,31.2649084404,27.380952381,24.7963066941,60.7142857143,54.9831148434,60.7142857143,(72.27891156462584%)
1,85,5,100,0,57.6470588235,52.5226920224,10.5882352941,9.6470250653,31.7647058824,28.941075196,40,36.4443169135,40,(47.05882352941177%)
1,86,5,100,0,37.2093023256,34.1052491992,37.2093023256,34.1052491992,25.5813953488,23.4473588245,29.0697674419,26.6447259369,29.0697674419,(33.802055164954034%)
1,87,5,100,0,55.1724137931,50.8698913082,27.5862068966,25.4349456541,17.2413793103,15.8968410338,27.5862068966,25.4349456541,27.5862068966,(31.70828378913991%)
1,88,5,100,0,50,46.3711558073,29.5454545455,27.4011375225,20.4545454545,18.9700182848,35.2272727273,32.6705870461,35.2272727273,(40.030991735537185%)
1,89,5,100,0,24.7191011236,23.0579314123,37.0786516854,34.5868971184,38.202247191,35.6349849099,34.8314606742,32.4907215355,34.8314606742,(39.13647266759248%)
1,90,5,100,0,43.3333333333,40.6528361424,43.3333333333,40.6528361424,13.3333333333,12.5085649669,52.2222222222,48.9918794536,52.2222222222,(58.0246913580247%)
1,91,5,100,0,49.4505494505,46.6544350409,24.1758241758,22.8088349089,26.3736263736,24.8823653552,42.8571428571,40.4338437021,42.8571428571,(47.09576138147566%)
1,92,5,100,0,36.9565217391,35.0621520159,27.1739130435,25.7809941293,35.8695652174,34.0309122507,33.6956521739,31.9684327204,33.6956521739,(36.625708884688095%)
1,93,5,100,0,27.9569892473,26.6708435892,52.688172043,50.2642821489,19.3548387097,18.4644301771,70.9677419355,67.7029106495,70.9677419355,(76.30939993062782%)
1,94,5,100,0,31.914893617,30.6134603943,25.5319148936,24.4907683154,42.5531914894,40.8179471924,42.5531914894,40.8179471924,42.5531914894,(45.269352648257126%)
1,95,5,100,0,22.1052631579,21.3187501791,30.5263157895,29.4401788188,47.3684210526,45.6830360981,55.7894736842,53.8044647378,55.7894736842,(58.725761772853176%)
1,96,5,100,0,45.8333333333,44.4395274515,17.7083333333,17.1698174245,36.4583333333,35.3496241092,42.7083333333,41.4095596707,42.7083333333,(44.48784722222222%)
1,97,5,100,0,55.6701030928,54.2634486603,17.5257731959,17.0829375412,26.8041237113,26.1268456513,39.175257732,38.185389798,39.175257732,(40.3868636411946%)
1,98,5,100,1.09906472107864E-014,33.6734693878,32.9948805624,19.387755102,18.997052445,46.9387755102,45.9928638142,53.0612244898,51.9919330074,53.0612244898,(54.144106622240734%)
1,99,5,100,0,23.2323232323,22.8823761171,26.2626262626,25.8670338715,50.5050505051,49.7442959068,52.5252525253,51.734067743,52.5252525253,(53.05581063156822%)
1,100,5,100,0,44,43.56,28,27.72,28,27.72,35,34.65,35,(35.0%)
1,2,6,100,0,100,7.0710678119,0,0,0,0,0,0,0,(0.0%)
1,3,6,100,0,100,11.5470053838,0,0,0,0,0,0,0,(0.0%)
1,4,6,100,0,100,15,0,0,0,0,0,0,0,(0.0%)
1,5,6,100,0,100,17.88854382,0,0,0,0,40,7.155417528,40,(800.0%)
1,6,6,100,0,100,20.4124145232,0,0,0,0,50,10.2062072616,50,(833.3333333333334%)
1,7,6,100,0,57.1428571429,12.9587819317,28.5714285714,6.4793909659,14.2857142857,3.2396954829,42.8571428571,9.7190864488,42.8571428571,(612.2448979591836%)
1,8,6,100,0,37.5,9.2807765031,50,12.3743686708,12.5,3.0935921677,37.5,9.2807765031,37.5,(468.75%)
1,9,6,100,0,100,26.6666666667,0,0,0,0,22.2222222222,5.9259259259,22.2222222222,(246.91358024691357%)
1,10,6,100,0,100,28.4604989415,0,0,0,0,20,5.6920997883,20,(200.0%)
1,11,6,100,0,100,30.1511344578,0,0,0,0,27.2727272727,8.2230366703,27.2727272727,(247.93388429752065%)
1,12,6,100,0,66.6666666667,21.1695098703,16.6666666667,5.2923774676,16.6666666667,5.2923774676,50,15.8771324027,50,(416.6666666666667%)
1,13,6,100,0,100,33.2820117735,0,0,0,0,15.3846153846,5.1203095036,15.3846153846,(118.3431952662722%)
1,14,6,100,0,78.5714285714,27.2988268525,14.2857142857,4.9634230641,7.1428571429,2.481711532,35.7142857143,12.4085576602,35.7142857143,(255.10204081632654%)
1,15,6,100,0,100,36.1478445646,0,0,0,0,53.3333333333,19.2788504345,53.3333333333,(355.5555555555556%)
1,16,6,100,0,100,37.5,0,0,0,0,31.25,11.71875,31.25,(195.3125%)
1,17,6,100,0,70.5882352941,27.3922588276,23.5294117647,9.1307529425,5.8823529412,2.2826882356,35.2941176471,13.6961294138,35.2941176471,(207.61245674740485%)
1,18,6,100,0,83.3333333333,33.391153556,5.5555555556,2.2260769037,11.1111111111,4.4521538075,38.8888888889,15.5825383261,38.8888888889,(216.0493827160494%)
1,19,6,100,0,31.5789473684,13.0404732937,42.1052631579,17.3872977249,26.3157894737,10.8670610781,15.7894736842,6.5202366468,15.7894736842,(83.10249307479224%)
1,20,6,100,0,85,36.1124978366,10,4.2485291572,5,2.1242645786,45,19.1183812076,45,(225.0%)
1,21,6,100,0,33.3333333333,14.5478593491,57.1428571429,24.9391874555,9.5238095238,4.1565312426,28.5714285714,12.4695937278,28.5714285714,(136.05442176870747%)
1,22,6,100,0,22.7272727273,10.1754887352,68.1818181818,30.5264662055,9.0909090909,4.0701954941,50,22.3860752173,50,(227.27272727272728%)
1,23,6,100,0,78.2608695652,35.9007425942,17.3913043478,7.9779427987,4.347826087,1.9944856997,21.7391304348,9.9724284984,21.7391304348,(94.51795841209831%)
1,24,6,100,0,87.5,41.0799842279,8.3333333333,3.9123794503,4.1666666667,1.9561897251,45.8333333333,21.5180869765,45.8333333333,(190.9722222222222%)
1,25,6,100,0,76,36.48,16,7.68,8,3.84,44,21.12,44,(176.0%)
1,26,6,100,0,61.5384615385,30.1717130982,15.3846153846,7.5429282745,23.0769230769,11.3143924118,42.3076923077,20.743052755,42.3076923077,(162.72189349112426%)
1,27,6,100,0,33.3333333333,16.6790077766,51.8518518519,25.945123208,14.8148148148,7.4128923452,37.037037037,18.5322308629,37.037037037,(137.17421124828533%)
1,28,6,100,0,53.5714285714,27.3349306373,21.4285714286,10.9339722549,25,12.7563009641,50,25.5126019281,50,(178.57142857142858%)
1,29,6,100,0,44.8275862069,23.307966585,44.8275862069,23.307966585,10.3448275862,5.3787615196,31.0344827586,16.1362845588,31.0344827586,(107.0154577883472%)
1,30,6,100,0,53.3333333333,28.2381407425,33.3333333333,17.6488379641,13.3333333333,7.0595351856,36.6666666667,19.4137217605,36.6666666667,(122.22222222222221%)
1,31,6,100,0,93.5483870968,50.4053589559,3.2258064516,1.7381158261,3.2258064516,1.7381158261,22.5806451613,12.1668107825,22.5806451613,(72.84079084287201%)
1,32,6,100,0,56.25,30.8254362424,21.875,11.9876696498,21.875,11.9876696498,50,27.400387771,50,(156.25%)
1,33,6,100,0,90.9090909091,50.6407726417,6.0606060606,3.3760515094,3.0303030303,1.6880257547,60.6060606061,33.7605150944,60.6060606061,(183.65472910927457%)
1,34,6,100,0,47.0588235294,26.6327214574,38.2352941176,21.6390861842,14.7058823529,8.3227254554,38.2352941176,21.6390861842,38.2352941176,(112.4567474048443%)
1,35,6,100,0,91.4285714286,52.5444473797,5.7142857143,3.2840279612,2.8571428571,1.6420139806,34.2857142857,19.7041677674,34.2857142857,(97.95918367346938%)
1,36,6,100,0,36.1111111111,21.0648148148,50,29.1666666667,13.8888888889,8.1018518519,19.4444444444,11.3425925926,19.4444444444,(54.01234567901235%)
1,37,6,100,0,75.6756756757,44.787616001,16.2162162162,9.5973462859,8.1081081081,4.798673143,21.6216216216,12.7964617146,21.6216216216,(58.436815193571945%)
1,38,6,100,0,47.3684210526,28.4314385455,39.4736842105,23.6928654546,13.1578947368,7.8976218182,42.1052631579,25.2723898183,42.1052631579,(110.80332409972299%)
1,39,6,100,0,64.1025641026,39.0055759269,20.5128205128,12.4817842966,15.3846153846,9.3613382225,51.2820512821,31.2044607415,51.2820512821,(131.49243918474687%)
1,40,6,100,0,100,61.6644143733,0,0,0,0,25,15.4161035933,25,(62.5%)
1,41,6,100,0,60.9756097561,38.0911614362,26.8292682927,16.7601110319,12.1951219512,7.6182322872,41.4634146341,25.9019897766,41.4634146341,(101.13027959547887%)
1,42,6,100,0,23.8095238095,15.0629460677,64.2857142857,40.6699543829,11.9047619048,7.5314730339,33.3333333333,21.0881244948,33.3333333333,(79.36507936507935%)
1,43,6,100,0,76.7441860465,49.1541903444,11.6279069767,7.4476045976,11.6279069767,7.4476045976,18.6046511628,11.9161673562,18.6046511628,(43.26663061114116%)
1,44,6,100,0,29.5454545455,19.1528229112,50,32.4124695421,20.4545454545,13.2596466309,34.0909090909,22.0994110514,34.0909090909,(77.4793388429752%)
1,45,6,100,0,28.8888888889,18.948605676,44.4444444444,29.15170104,26.6666666667,17.491020624,60,39.354796404,60,(133.33333333333334%)
1,46,6,100,0,67.3913043478,44.7133758339,23.9130434783,15.8660365862,8.6956521739,5.7694678495,47.8260869565,31.7320731725,47.8260869565,(103.96975425330812%)
1,47,6,100,0,44.6808510638,29.9799110185,19.1489361702,12.8485332936,36.170212766,24.2694517769,38.2978723404,25.6970665873,38.2978723404,(81.48483476686283%)
1,48,6,100,0,60.4166666667,40.9858550472,18.75,12.7197481181,20.8333333333,14.1330534645,47.9166666667,32.5060229684,47.9166666667,(99.8263888888889%)
1,49,6,100,7.7715611723761E-015,55.1020408163,37.7842565598,16.3265306122,11.195335277,28.5714285714,19.5918367347,28.5714285714,19.5918367347,28.5714285714,(58.30903790087463%)
1,50,6,100,0,46,31.8763736959,34,23.5607979491,20,13.8592929113,38,26.3326565314,38,(76.0%)
1,51,6,100,0,54.9019607843,38.4390611302,29.4117647059,20.5923541769,15.6862745098,10.9825888943,37.2549019608,26.0836486241,37.2549019608,(73.0488273740869%)
1,52,6,100,0,34.6153846154,24.4814798142,46.1538461538,32.6419730856,19.2307692308,13.600822119,42.3076923077,29.9218086618,42.3076923077,(81.36094674556213%)
1,53,6,100,0,30.1886792453,21.5630168312,62.2641509434,44.4737222143,7.5471698113,5.3907542078,35.8490566038,25.606082487,35.8490566038,(67.63972944108224%)
1,54,6,100,0,44.4444444444,32.0550509549,35.1851851852,25.3769153393,20.3703703704,14.6918983543,48.1481481481,34.7263052012,48.1481481481,(89.16323731138546%)
1,55,6,100,0,65.4545454545,47.6598011865,14.5454545455,10.5910669303,20,14.5627170292,56.3636363636,41.040384355,56.3636363636,(102.4793388429752%)
1,56,6,100,0,32.1428571429,23.6239847762,39.2857142857,28.8737591709,28.5714285714,20.9990975788,28.5714285714,20.9990975788,28.5714285714,(51.0204081632653%)
1,57,6,100,0,66.6666666667,49.4492079971,28.0701754386,20.8207191567,5.2631578947,3.9038848419,47.3684210526,35.1349635769,47.3684210526,(83.10249307479224%)
1,58,6,100,0,58.6206896552,43.8744598073,24.1379310345,18.0659540383,17.2413793103,12.9042528845,65.5172413793,49.0361609611,65.5172413793,(112.96076099881094%)
1,59,6,100,0,40.6779661017,30.7157566246,44.0677966102,33.27540301,15.2542372881,11.5184087342,49.1525423729,37.1148725881,49.1525423729,(83.30939385234127%)
1,60,6,100,0,25,19.0421681189,45,34.2759026139,30,22.8506017426,60,45.7012034852,60,(100.0%)
1,61,6,100,0,26.2295081967,20.1500663501,50.8196721311,39.0407535533,22.9508196721,17.6313080563,36.0655737705,27.7063412314,36.0655737705,(59.12389142703574%)
1,62,6,100,0,43.5483870968,33.7369692209,40.3225806452,31.2379344638,16.1290322581,12.4951737855,61.2903225806,47.4816603849,61.2903225806,(98.85535900104058%)
1,63,6,100,0,33.3333333333,26.0375525851,44.4444444444,34.7167367801,22.2222222222,17.3583683901,25.3968253968,19.8381353029,25.3968253968,(40.31242126480222%)
1,64,6,100,0,64.0625,50.44921875,18.75,14.765625,17.1875,13.53515625,28.125,22.1484375,28.125,(43.9453125%)
1,65,6,100,0,66.1538461538,52.5143983984,21.5384615385,17.0977111065,12.3076923077,9.7701206323,43.0769230769,34.1954222129,43.0769230769,(66.27218934911242%)
1,66,6,100,0,39.3939393939,31.5188817811,37.8787878788,30.3066170972,22.7272727273,18.1839702583,46.9696969697,37.5802052005,46.9696969697,(71.16620752984389%)
1,67,6,100,0,34.328358209,27.6795845571,38.8059701493,31.2899651516,26.8656716418,21.6622835665,37.3134328358,30.0865049534,37.3134328358,(55.69169079973268%)
1,68,6,100,0,29.4117647059,23.8968924668,42.6470588235,34.6504940769,27.9411764706,22.7020478435,30.8823529412,25.0917370902,30.8823529412,(45.41522491349481%)
1,69,6,100,0,42.0289855072,34.4059278674,28.9855072464,23.7282261155,28.9855072464,23.7282261155,49.2753623188,40.3379843963,49.2753623188,(71.41356857802984%)
1,70,6,100,0,68.5714285714,56.5513879159,18.5714285714,15.3160008939,12.8571428571,10.6033852342,48.5714285714,40.0572331071,48.5714285714,(69.38775510204081%)
1,71,6,100,0,70.4225352113,58.5033211786,15.4929577465,12.8707306593,14.0845070423,11.7006642357,35.2112676056,29.2516605893,35.2112676056,(49.593334655822254%)
1,72,6,100,0,59.7222222222,49.9721528464,31.9444444444,26.7292910574,8.3333333333,6.9728585367,50,41.8371512202,50,(69.44444444444444%)
1,73,6,100,0,50.6849315068,42.7120022097,27.397260274,23.087568762,21.9178082192,18.4700550096,43.8356164384,36.9401100192,43.8356164384,(60.04878964158379%)
1,74,6,100,0,51.3513513514,43.5771553886,25.6756756757,21.7885776943,22.972972973,19.4950432001,25.6756756757,21.7885776943,25.6756756757,(34.69685902118334%)
1,75,6,100,0,20,17.089567968,34.6666666667,29.6219178112,45.3333333333,38.7363540608,40,34.179135936,40,(53.333333333333336%)
1,76,6,100,0,19.7368421053,16.9797829345,52.6315789474,45.2794211587,27.6315789474,23.7716961083,38.1578947368,32.82758034,38.1578947368,(50.20775623268698%)
1,77,6,100,0,25.974025974,22.4961137946,54.5454545455,47.2418389687,19.4805194805,16.872085346,15.5844155844,13.4976682768,15.5844155844,(20.23950075898128%)
1,78,6,100,0,28.2051282051,24.5907345621,41.0256410256,35.7683411812,30.7692307692,26.8262558859,44.8717948718,39.1216231669,44.8717948718,(57.52794214332676%)
1,79,6,100,0,55.6962025316,48.8772364048,27.8481012658,24.4386182024,16.4556962025,14.4410016651,40.5063291139,35.5470810217,40.5063291139,(51.273834321422854%)
1,80,6,100,0,30,26.4974055334,42.5,37.5379911723,27.5,24.2892884056,31.25,27.6014640973,31.25,(39.0625%)
1,81,6,100,0,51.8518518519,46.0905349794,34.5679012346,30.7270233196,13.5802469136,12.0713305898,30.8641975309,27.4348422497,30.8641975309,(38.10394756896814%)
1,82,6,100,0,57.3170731707,51.2698560691,30.487804878,27.2712000368,12.1951219512,10.9084800147,43.9024390244,39.270528053,43.9024390244,(53.53955978584177%)
1,83,6,100,0,74.6987951807,67.2339153961,14.4578313253,13.0130158831,10.843373494,9.7597619123,50.6024096386,45.5455555909,50.6024096386,(60.96675860066773%)
1,84,6,100,0,46.4285714286,42.0459113508,32.1428571429,29.1087078583,21.4285714286,19.4058052388,51.1904761905,46.358312515,51.1904761905,(60.941043083900226%)
1,85,6,100,0,41.1764705882,37.5162085875,27.0588235294,24.6535085003,31.7647058824,28.941075196,41.1764705882,37.5162085875,41.1764705882,(48.442906574394456%)
1,86,6,100,0,47.6744186047,43.6973505365,24.4186046512,22.381569787,27.9069767442,25.5789368994,45.3488372093,41.5657724616,45.3488372093,(52.731206057328286%)
1,87,6,100,0,48.275862069,44.5111548946,31.0344827586,28.6143138608,20.6896551724,19.0762092406,33.3333333333,30.7338926654,33.3333333333,(38.314176245210724%)
1,88,6,100,0,29.5454545455,27.4011375225,43.1818181818,40.0478163791,27.2727272727,25.2933577131,20.4545454545,18.9700182848,20.4545454545,(23.243801652892564%)
1,89,6,100,0,37.0786516854,34.5868971184,49.4382022472,46.1158628245,13.4831460674,12.5770534976,44.9438202247,41.9235116587,44.9438202247,(50.498674409796735%)
1,90,6,100,0,27.7777777778,26.0595103477,44.4444444444,41.6952165563,27.7777777778,26.0595103477,40,37.5256949007,40,(44.44444444444444%)
1,91,6,100,0,61.5384615385,58.0588524954,24.1758241758,22.8088349089,14.2857142857,13.4779479007,61.5384615385,58.0588524954,61.5384615385,(67.6246830092984%)
1,92,6,100,0,43.4782608696,41.2495906069,47.8260869565,45.3745496676,8.6956521739,8.2499181214,66.3043478261,62.9056256756,66.3043478261,(72.06994328922495%)
1,93,6,100,0,41.935483871,40.0062653838,27.9569892473,26.6708435892,30.1075268817,28.7224469422,30.1075268817,28.7224469422,30.1075268817,(32.373684819054226%)
1,94,6,100,0,46.8085106383,44.8997419116,31.914893617,30.6134603943,21.2765957447,20.4089735962,32.9787234043,31.6339090741,32.9787234043,(35.08374830239928%)
1,95,6,100,0,32.6315789474,31.4705359787,43.1578947368,41.6223217783,24.2105263158,23.349107339,38.9473684211,37.5616074584,38.9473684211,(40.9972299168975%)
1,96,6,100,0,11.4583333333,11.1098818629,62.5,60.5993556157,26.0416666667,25.2497315066,44.7916666667,43.4295381913,44.7916666667,(46.657986111111114%)
1,97,6,100,0,32.9896907216,32.1561177246,30.9278350515,30.1463603669,36.0824742268,35.1707537613,45.3608247423,44.2146618714,45.3608247423,(46.763736847699015%)
1,98,6,100,1.09906472107864E-014,34.693877551,33.9947254279,39.7959183673,38.9939497555,25.5102040816,24.9961216382,24.4897959184,23.9962767726,24.4897959184,(24.989587671803413%)
1,99,6,100,0,54.5454545455,53.7238395793,20.202020202,19.8977183627,25.2525252525,24.8721479534,51.5151515152,50.7391818249,51.5151515152,(52.03550658096113%)
1,100,6,100,0,25,24.75,47,46.53,28,27.72,17,16.83,17,(17.0%)
1,2,7,100,0,100,7.0710678119,0,0,0,0,0,0,0,(0.0%)
1,3,7,100,0,100,11.5470053838,0,0,0,0,33.3333333333,3.8490017946,33.3333333333,(1111.111111111111%)
1,4,7,100,0,100,15,0,0,0,0,25,3.75,25,(625.0%)
1,5,7,100,0,100,17.88854382,0,0,0,0,40,7.155417528,40,(800.0%)
1,6,7,100,0,100,20.4124145232,0,0,0,0,33.3333333333,6.8041381744,33.3333333333,(555.5555555555555%)
1,7,7,100,0,100,22.6778683806,0,0,0,0,0,0,0,(0.0%)
1,8,7,100,0,100,24.7487373415,0,0,0,0,25,6.1871843354,25,(312.5%)
1,9,7,100,0,66.6666666667,17.7777777778,22.2222222222,5.9259259259,11.1111111111,2.962962963,11.1111111111,2.962962963,11.1111111111,(123.45679012345678%)
1,10,7,100,0,100,28.4604989415,0,0,0,0,30,8.5381496825,30,(300.0%)
1,11,7,100,0,100,30.1511344578,0,0,0,0,18.1818181818,5.4820244469,18.1818181818,(165.28925619834712%)
1,12,7,100,0,100,31.7542648054,0,0,0,0,50,15.8771324027,50,(416.6666666666667%)
1,13,7,100,0,46.1538461538,15.3609285109,46.1538461538,15.3609285109,7.6923076923,2.5601547518,23.0769230769,7.6804642554,23.0769230769,(177.5147928994083%)
1,14,7,100,0,100,34.7439614486,0,0,0,0,21.4285714286,7.4451345961,21.4285714286,(153.0612244897959%)
1,15,7,100,0,100,36.1478445646,0,0,0,0,40,14.4591378258,40,(266.6666666666667%)
1,16,7,100,0,100,37.5,0,0,0,0,37.5,14.0625,37.5,(234.375%)
1,17,7,100,0,88.2352941176,34.2403235345,5.8823529412,2.2826882356,5.8823529412,2.2826882356,41.1764705882,15.9788176495,41.1764705882,(242.2145328719723%)
1,18,7,100,0,88.8888888889,35.6172304598,5.5555555556,2.2260769037,5.5555555556,2.2260769037,33.3333333333,13.3564614224,33.3333333333,(185.18518518518516%)
1,19,7,100,0,100,41.2948320967,0,0,0,0,31.5789473684,13.0404732937,31.5789473684,(166.20498614958447%)
1,20,7,100,0,100,42.4852915725,0,0,0,0,30,12.7455874717,30,(150.0%)
1,21,7,100,0,57.1428571429,24.9391874555,33.3333333333,14.5478593491,9.5238095238,4.1565312426,47.619047619,20.782656213,47.619047619,(226.75736961451244%)
1,22,7,100,0,77.2727272727,34.5966616995,13.6363636364,6.1052932411,9.0909090909,4.0701954941,31.8181818182,14.2456842292,31.8181818182,(144.6280991735537%)
1,23,7,100,0,73.9130434783,33.9062568945,21.7391304348,9.9724284984,4.347826087,1.9944856997,21.7391304348,9.9724284984,21.7391304348,(94.51795841209831%)
1,24,7,100,0,100,46.9485534033,0,0,0,0,62.5,29.3428458771,62.5,(260.4166666666667%)
1,25,7,100,0,100,48,0,0,0,0,44,21.12,44,(176.0%)
1,26,7,100,0,84.6153846154,41.48610551,11.5384615385,5.6571962059,3.8461538462,1.8857320686,38.4615384615,18.8573206864,38.4615384615,(147.92899408284026%)
1,27,7,100,0,88.8888888889,44.4773540709,3.7037037037,1.8532230863,7.4074074074,3.7064461726,44.4444444444,22.2386770355,44.4444444444,(164.60905349794237%)
1,28,7,100,0,64.2857142857,32.8019167647,21.4285714286,10.9339722549,14.2857142857,7.2893148366,39.2857142857,20.0456158007,39.2857142857,(140.30612244897958%)
1,29,7,100,0,89.6551724138,46.61593317,6.8965517241,3.5858410131,3.4482758621,1.7929205065,41.3793103448,21.5150460784,41.3793103448,(142.68727705112963%)
1,30,7,100,0,46.6666666667,24.7083731497,33.3333333333,17.6488379641,20,10.5893027784,46.6666666667,24.7083731497,46.6666666667,(155.55555555555554%)
1,31,7,100,0,80.6451612903,43.4528956516,9.6774193548,5.2143474782,9.6774193548,5.2143474782,29.0322580645,15.6430424346,29.0322580645,(93.65244536940688%)
1,32,7,100,0,43.75,23.9753392996,40.625,22.2628150639,15.625,8.5626211784,21.875,11.9876696498,21.875,(68.359375%)
1,33,7,100,0,66.6666666667,37.1365666039,27.2727272727,15.1922317925,6.0606060606,3.3760515094,42.4242424242,23.6323605661,42.4242424242,(128.5583103764922%)
1,34,7,100,0,100,56.594533097,0,0,0,0,44.1176470588,24.9681763663,44.1176470588,(129.75778546712803%)
1,35,7,100,0,65.7142857143,37.7663215542,11.4285714286,6.5680559225,22.8571428571,13.1361118449,25.7142857143,14.7781258255,25.7142857143,(73.46938775510203%)
1,36,7,100,0,75,43.75,19.4444444444,11.3425925926,5.5555555556,3.2407407407,69.4444444444,40.5092592593,69.4444444444,(192.90123456790124%)
1,37,7,100,0,70.2702702703,41.5885005724,24.3243243243,14.3960194289,5.4054054054,3.1991154286,32.4324324324,19.1946925719,32.4324324324,(87.65522279035793%)
1,38,7,100,0,50,30.0109629092,36.8421052632,22.113341091,13.1578947368,7.8976218182,47.3684210526,28.4314385455,47.3684210526,(124.65373961218836%)
1,39,7,100,0,82.0512820513,49.9271371864,10.2564102564,6.2408921483,7.6923076923,4.6806691112,30.7692307692,18.7226764449,30.7692307692,(78.89546351084813%)
1,40,7,100,0,87.5,53.9563625766,5,3.0832207187,7.5,4.624831078,35,21.5825450306,35,(87.5%)
1,41,7,100,0,39.0243902439,24.3783433192,53.6585365854,33.5202220639,7.3170731707,4.5709393723,43.9024390244,27.4256362341,43.9024390244,(107.07911957168353%)
1,42,7,100,0,52.380952381,33.138481349,33.3333333333,21.0881244948,14.2857142857,9.0377676406,28.5714285714,18.0755352813,28.5714285714,(68.02721088435374%)
